# sn99aa.ubvri.snphot.dat
# photometry from Jha et al. 2006, AJ 131, 527
#
#  HJD         U    +/-      B    +/-      V    +/-      R    +/-      I    +/-
2451222.90  14.986 0.036  15.603 0.013  15.633 0.008  15.573 0.011  15.704 0.013
2451223.84  14.818 0.037  15.417 0.012  15.466 0.007  15.439 0.009  15.534 0.011
2451224.79  14.693 0.043  15.276 0.022  15.351 0.009  15.346 0.012  15.415 0.020
2451226.76  14.477 0.041  15.088 0.021  15.147 0.016  15.145 0.019  15.282 0.020
2451227.80  14.422 0.036  14.960 0.013  15.079 0.009  15.064 0.012  99.999 9.999
2451230.64  99.999 9.999  14.933 0.014  14.994 0.007  99.999 9.999  15.238 0.010
2451232.69  14.442 0.038  14.876 0.015  14.911 0.007  14.890 0.008  15.214 0.010
2451233.62  14.486 0.036  14.895 0.012  14.909 0.008  14.888 0.011  15.290 0.023
2451234.64  14.526 0.055  14.899 0.037  14.905 0.029  14.882 0.035  15.277 0.038
2451246.75  15.531 0.036  15.629 0.012  15.371 0.007  15.448 0.010  15.682 0.010
2451248.63  15.826 0.036  15.806 0.012  15.454 0.007  15.531 0.009  15.779 0.012
2451250.74  16.199 0.037  16.058 0.013  15.554 0.008  15.572 0.010  15.837 0.011
2451252.69  16.506 0.038  16.302 0.016  15.688 0.008  15.646 0.011  15.772 0.012
2451258.72  17.236 0.055  16.914 0.040  99.999 9.999  15.710 0.037  15.630 0.039
2451261.62  17.409 0.040  17.130 0.015  16.051 0.010  15.729 0.013  15.609 0.017
2451275.65  18.123 0.060  18.025 0.043  99.999 9.999  99.999 9.999  16.235 0.041
2451279.64  18.184 0.042  17.973 0.018  16.982 0.010  16.622 0.013  16.432 0.024
2451281.64  99.999 9.999  17.983 0.017  17.033 0.010  16.700 0.013  16.517 0.019
2451284.67  18.123 0.058  18.032 0.024  17.123 0.011  16.787 0.017  16.684 0.067
2451285.61  18.271 0.054  18.009 0.023  17.124 0.014  16.825 0.017  16.722 0.025
2451291.62  18.210 0.107  18.218 0.065  17.192 0.029  16.934 0.045  16.933 0.143
2451306.66  18.529 0.049  18.311 0.020  17.654 0.011  17.489 0.017  17.554 0.032
2451312.65  18.650 0.090  18.399 0.046  17.826 0.033  17.655 0.041  17.804 0.046
