# sn00fa.ubvri.snphot.dat
# photometry from Jha et al. 2006, AJ 131, 527
#
#  HJD         U    +/-      B    +/-      V    +/-      R    +/-      I    +/-
2451881.91  17.095 0.041  17.184 0.017  17.059 0.011  16.889 0.016  16.919 0.019
2451898.83  16.386 0.036  16.364 0.011  16.110 0.007  15.993 0.010  16.424 0.015
2451901.83  16.718 0.037  16.566 0.013  16.237 0.008  16.155 0.011  16.580 0.018
2451906.82  17.295 0.041  17.039 0.015  16.546 0.010  16.531 0.012  16.833 0.021
2451907.74  17.368 0.052  17.148 0.012  16.584 0.007  16.560 0.010  16.836 0.017
2451929.83  19.642 0.113  19.082 0.054  17.777 0.014  17.246 0.019  17.007 0.025
2451933.83  19.921 0.159  19.220 0.031  17.984 0.017  17.472 0.021  17.284 0.025
2451953.73  99.999 9.999  19.463 0.040  18.537 0.024  18.167 0.030  18.219 0.044
2451959.61  99.999 9.999  19.526 0.048  18.737 0.034  18.372 0.043  18.451 0.063
2451963.76  99.999 9.999  19.613 0.043  18.804 0.020  18.537 0.027  18.541 0.080
2451994.70  20.665 0.226  20.133 0.114  19.601 0.076  19.478 0.116  19.591 0.153
2452022.66  99.999 9.999  20.550 0.239  20.237 0.155  20.422 0.227  99.999 9.999
