# sn97bp.ubvri.snphot.dat
# photometry from Jha et al. 2006, AJ 131, 527
#
#  HJD         U    +/-      B    +/-      V    +/-      R    +/-      I    +/-
2450546.79  14.077 0.036  14.122 0.012  14.018 0.007  13.921 0.010  14.144 0.011
2450547.80  14.079 0.038  14.097 0.014  13.980 0.009  13.894 0.012  14.133 0.014
2450548.79  14.110 0.036  14.085 0.012  13.934 0.007  13.838 0.009  14.105 0.011
2450549.80  14.175 0.037  14.109 0.014  13.902 0.009  13.812 0.015  14.119 0.013
2450550.76  14.229 0.035  14.124 0.013  13.879 0.008  13.792 0.013  14.150 0.018
2450552.82  14.340 0.037  14.179 0.015  13.875 0.009  13.762 0.012  14.169 0.013
2450567.77  15.914 0.039  15.680 0.017  14.594 0.010  14.494 0.015  14.564 0.024
2450569.71  16.114 0.037  15.866 0.016  14.648 0.011  14.483 0.014  14.523 0.014
2450573.79  16.494 0.037  16.200 0.012  14.822 0.007  14.461 0.009  14.412 0.010
2450575.73  16.689 0.039  16.311 0.015  14.890 0.008  14.475 0.013  14.366 0.012
2450579.74  16.983 0.046  16.655 0.016  15.135 0.010  14.655 0.013  14.417 0.015
2450597.73  17.733 0.041  17.118 0.016  15.962 0.009  15.540 0.013  15.482 0.012
2450610.69  17.859 0.040  17.226 0.020  16.284 0.013  16.025 0.017  16.058 0.018
